# File generated by rsa_timing_lab
# Date: 2025-08-12T10:28:57.964707
#
trial_id,rsa_config_name,key_size,samples_used,success,attack_time,collection_time
always_sub_0us_ks128_key03,always_sub_0us,128,40000,False,294.2038691043854,39.06027603149414
always_sub_0us_ks128_key03,always_sub_0us,128,80000,False,577.2664940357208,39.06027603149414
always_sub_0us_ks128_key03,always_sub_0us,128,160000,False,1272.825667142868,39.06027603149414
always_sub_0us_ks128_key04,always_sub_0us,128,10000,False,75.50301098823547,33.13314890861511
always_sub_0us_ks128_key04,always_sub_0us,128,20000,False,149.8737187385559,33.13314890861511
always_sub_0us_ks128_key04,always_sub_0us,128,40000,False,305.228068113327,33.13314890861511
always_sub_0us_ks128_key04,always_sub_0us,128,80000,False,665.9013288021088,33.13314890861511
always_sub_0us_ks128_key04,always_sub_0us,128,160000,False,1248.840609073639,33.13314890861511
always_sub_0us_ks128_key05,always_sub_0us,128,10000,False,77.29616689682007,47.607593297958374
always_sub_0us_ks128_key05,always_sub_0us,128,20000,False,153.20285391807556,47.607593297958374
always_sub_0us_ks128_key05,always_sub_0us,128,40000,False,322.7874140739441,47.607593297958374
always_sub_0us_ks128_key05,always_sub_0us,128,80000,False,625.30650806427,47.607593297958374
always_sub_0us_ks128_key05,always_sub_0us,128,160000,False,1263.6983971595764,47.607593297958374
always_sub_0us_ks128_key06,always_sub_0us,128,10000,False,79.71785879135132,40.066524028778076
always_sub_0us_ks128_key06,always_sub_0us,128,20000,False,154.82501316070557,40.066524028778076
always_sub_0us_ks128_key06,always_sub_0us,128,40000,False,304.7128121852875,40.066524028778076
always_sub_0us_ks128_key06,always_sub_0us,128,80000,False,597.2555248737335,40.066524028778076
always_sub_0us_ks128_key06,always_sub_0us,128,160000,False,1229.8734331130981,40.066524028778076
always_sub_0us_ks128_key07,always_sub_0us,128,10000,False,78.8684778213501,33.39691209793091
always_sub_0us_ks128_key07,always_sub_0us,128,20000,False,150.58765292167664,33.39691209793091
always_sub_0us_ks128_key07,always_sub_0us,128,40000,False,315.4699556827545,33.39691209793091
always_sub_0us_ks128_key07,always_sub_0us,128,80000,False,613.087785243988,33.39691209793091
always_sub_0us_ks128_key07,always_sub_0us,128,160000,False,1258.6463479995728,33.39691209793091
always_sub_0us_ks128_key08,always_sub_0us,128,10000,False,73.92665791511536,47.42691087722778
always_sub_0us_ks128_key08,always_sub_0us,128,20000,False,162.3315920829773,47.42691087722778
always_sub_0us_ks128_key08,always_sub_0us,128,40000,False,298.1888761520386,47.42691087722778
always_sub_0us_ks128_key08,always_sub_0us,128,80000,False,588.7671830654144,47.42691087722778
always_sub_0us_ks128_key08,always_sub_0us,128,160000,False,1174.815978050232,47.42691087722778
always_sub_0us_ks128_key09,always_sub_0us,128,10000,False,74.23085594177246,40.97518992424011
always_sub_0us_ks128_key09,always_sub_0us,128,20000,False,142.90568923950195,40.97518992424011
always_sub_0us_ks128_key09,always_sub_0us,128,40000,False,300.3202660083771,40.97518992424011
always_sub_0us_ks128_key09,always_sub_0us,128,80000,False,597.5299301147461,40.97518992424011
always_sub_0us_ks128_key09,always_sub_0us,128,160000,False,1224.5447509288788,40.97518992424011
always_sub_10us_ks64_key00,always_sub_10us,64,10000,False,14.808943033218384,361.60954689979553
always_sub_10us_ks64_key00,always_sub_10us,64,20000,False,31.88013005256653,361.60954689979553
always_sub_10us_ks64_key00,always_sub_10us,64,40000,False,60.470784187316895,361.60954689979553
always_sub_10us_ks64_key00,always_sub_10us,64,80000,False,115.31180906295776,361.60954689979553
always_sub_10us_ks64_key00,always_sub_10us,64,160000,False,241.1813440322876,361.60954689979553
always_sub_10us_ks64_key01,always_sub_10us,64,10000,False,14.6405930519104,341.332701921463
always_sub_10us_ks64_key01,always_sub_10us,64,20000,False,27.98544692993164,341.332701921463
always_sub_10us_ks64_key01,always_sub_10us,64,40000,False,58.95745825767517,341.332701921463
always_sub_10us_ks64_key01,always_sub_10us,64,80000,False,123.29322123527527,341.332701921463
always_sub_10us_ks64_key01,always_sub_10us,64,160000,False,241.3937668800354,341.332701921463
always_sub_10us_ks64_key02,always_sub_10us,64,10000,False,16.001508951187134,355.5482351779938
always_sub_10us_ks64_key02,always_sub_10us,64,20000,False,30.682702779769897,355.5482351779938
always_sub_10us_ks64_key02,always_sub_10us,64,40000,False,58.90132522583008,355.5482351779938
always_sub_10us_ks64_key02,always_sub_10us,64,80000,False,126.89811301231384,355.5482351779938
always_sub_10us_ks64_key02,always_sub_10us,64,160000,False,251.91024589538574,355.5482351779938
always_sub_10us_ks64_key03,always_sub_10us,64,10000,False,14.695598125457764,352.77470803260803
always_sub_10us_ks64_key03,always_sub_10us,64,20000,False,28.029587984085083,352.77470803260803
always_sub_10us_ks64_key03,always_sub_10us,64,40000,False,56.67288017272949,352.77470803260803
always_sub_10us_ks64_key03,always_sub_10us,64,80000,False,122.47544813156128,352.77470803260803
always_sub_10us_ks64_key03,always_sub_10us,64,160000,False,245.59186363220215,352.77470803260803
always_sub_10us_ks64_key04,always_sub_10us,64,10000,False,14.260040998458862,339.23935103416443
always_sub_10us_ks64_key04,always_sub_10us,64,20000,False,28.751160144805908,339.23935103416443
always_sub_10us_ks64_key04,always_sub_10us,64,40000,False,57.90956521034241,339.23935103416443
always_sub_10us_ks64_key04,always_sub_10us,64,80000,False,122.17708420753479,339.23935103416443
always_sub_10us_ks64_key04,always_sub_10us,64,160000,False,242.9886040687561,339.23935103416443
always_sub_10us_ks64_key05,always_sub_10us,64,10000,False,14.004215717315674,371.41138887405396
always_sub_10us_ks64_key05,always_sub_10us,64,20000,False,31.18053388595581,371.41138887405396
always_sub_10us_ks64_key05,always_sub_10us,64,40000,False,57.25392413139343,371.41138887405396
always_sub_10us_ks64_key05,always_sub_10us,64,80000,False,118.6928379535675,371.41138887405396
always_sub_10us_ks64_key05,always_sub_10us,64,160000,False,254.79000210762024,371.41138887405396
always_sub_10us_ks64_key06,always_sub_10us,64,10000,False,14.77248501777649,366.3470950126648
always_sub_10us_ks64_key06,always_sub_10us,64,20000,False,30.714444160461426,366.3470950126648
always_sub_10us_ks64_key06,always_sub_10us,64,40000,False,62.55512881278992,366.3470950126648
always_sub_10us_ks64_key06,always_sub_10us,64,80000,False,126.65259790420532,366.3470950126648
always_sub_10us_ks64_key06,always_sub_10us,64,160000,False,226.37034797668457,366.3470950126648
always_sub_10us_ks64_key07,always_sub_10us,64,10000,False,15.903358936309814,343.77463006973267
always_sub_10us_ks64_key07,always_sub_10us,64,20000,False,27.9388530254364,343.77463006973267
always_sub_10us_ks64_key07,always_sub_10us,64,40000,False,62.63999915122986,343.77463006973267
always_sub_10us_ks64_key07,always_sub_10us,64,80000,False,120.18092012405396,343.77463006973267
always_sub_10us_ks64_key07,always_sub_10us,64,160000,False,225.6984360218048,343.77463006973267
always_sub_10us_ks64_key08,always_sub_10us,64,10000,False,14.552889108657837,345.851859331131
always_sub_10us_ks64_key08,always_sub_10us,64,20000,False,28.514874935150146,345.851859331131
always_sub_10us_ks64_key08,always_sub_10us,64,40000,False,58.12166404724121,345.851859331131
always_sub_10us_ks64_key08,always_sub_10us,64,80000,False,119.49464583396912,345.851859331131
always_sub_10us_ks64_key08,always_sub_10us,64,160000,False,233.59960293769836,345.851859331131
always_sub_10us_ks64_key09,always_sub_10us,64,10000,False,14.469297170639038,351.29011583328247
always_sub_10us_ks64_key09,always_sub_10us,64,20000,False,30.043116092681885,351.29011583328247
always_sub_10us_ks64_key09,always_sub_10us,64,40000,False,57.7556369304657,351.29011583328247
always_sub_10us_ks64_key09,always_sub_10us,64,80000,False,121.77335405349731,351.29011583328247
always_sub_10us_ks64_key09,always_sub_10us,64,160000,False,239.54371809959412,351.29011583328247
always_sub_10us_ks128_key00,always_sub_10us,128,10000,False,74.55277991294861,684.0448658466339
always_sub_10us_ks128_key00,always_sub_10us,128,20000,False,150.7769012451172,684.0448658466339
always_sub_10us_ks128_key00,always_sub_10us,128,40000,False,313.1733469963074,684.0448658466339
always_sub_10us_ks128_key00,always_sub_10us,128,80000,False,627.5366079807281,684.0448658466339
always_sub_10us_ks128_key00,always_sub_10us,128,160000,False,1320.3285238742828,684.0448658466339
always_sub_10us_ks128_key01,always_sub_10us,128,10000,False,77.94838905334473,641.511293888092
always_sub_10us_ks128_key01,always_sub_10us,128,20000,False,143.89301466941833,641.511293888092
always_sub_10us_ks128_key01,always_sub_10us,128,40000,False,298.06405305862427,641.511293888092
always_sub_10us_ks128_key01,always_sub_10us,128,80000,False,590.4517660140991,641.511293888092
always_sub_10us_ks128_key01,always_sub_10us,128,160000,False,1261.4156651496887,641.511293888092
always_sub_10us_ks128_key02,always_sub_10us,128,10000,False,73.8062732219696,638.8453319072723
always_sub_10us_ks128_key02,always_sub_10us,128,20000,False,148.8926968574524,638.8453319072723
always_sub_10us_ks128_key02,always_sub_10us,128,40000,False,312.91464495658875,638.8453319072723
always_sub_10us_ks128_key02,always_sub_10us,128,80000,False,628.4138329029083,638.8453319072723
always_sub_10us_ks128_key02,always_sub_10us,128,160000,False,1200.276312828064,638.8453319072723
always_sub_10us_ks128_key03,always_sub_10us,128,10000,False,73.82342505455017,634.3082172870636
always_sub_10us_ks128_key03,always_sub_10us,128,20000,False,150.9052631855011,634.3082172870636
always_sub_10us_ks128_key03,always_sub_10us,128,40000,False,295.97169303894043,634.3082172870636
always_sub_10us_ks128_key03,always_sub_10us,128,80000,False,573.9567348957062,634.3082172870636
always_sub_10us_ks128_key03,always_sub_10us,128,160000,False,1169.3248291015625,634.3082172870636
always_sub_10us_ks128_key04,always_sub_10us,128,10000,False,74.41959381103516,639.9667029380798
always_sub_10us_ks128_key04,always_sub_10us,128,20000,False,149.48695492744446,639.9667029380798
always_sub_10us_ks128_key04,always_sub_10us,128,40000,False,283.149019241333,639.9667029380798
always_sub_10us_ks128_key04,always_sub_10us,128,80000,False,613.118225812912,639.9667029380798
always_sub_10us_ks128_key04,always_sub_10us,128,160000,False,1114.0121660232544,639.9667029380798
always_sub_10us_ks128_key05,always_sub_10us,128,10000,False,75.93331694602966,648.4234433174133
always_sub_10us_ks128_key05,always_sub_10us,128,20000,False,146.63333797454834,648.4234433174133
always_sub_10us_ks128_key05,always_sub_10us,128,40000,False,306.0589427947998,648.4234433174133
always_sub_10us_ks128_key05,always_sub_10us,128,80000,False,607.9784460067749,648.4234433174133
always_sub_10us_ks128_key05,always_sub_10us,128,160000,False,1206.931386232376,648.4234433174133
always_sub_10us_ks128_key06,always_sub_10us,128,10000,False,72.79981684684753,612.0700001716614
always_sub_10us_ks128_key06,always_sub_10us,128,20000,False,143.61932611465454,612.0700001716614
always_sub_10us_ks128_key06,always_sub_10us,128,40000,False,282.7209258079529,612.0700001716614
always_sub_10us_ks128_key06,always_sub_10us,128,80000,False,603.9306130409241,612.0700001716614
always_sub_10us_ks128_key06,always_sub_10us,128,160000,False,1174.8681259155273,612.0700001716614
always_sub_10us_ks128_key07,always_sub_10us,128,10000,False,70.68232607841492,651.9562351703644
always_sub_10us_ks128_key07,always_sub_10us,128,20000,False,146.75717306137085,651.9562351703644
always_sub_10us_ks128_key07,always_sub_10us,128,40000,False,286.505850315094,651.9562351703644
always_sub_10us_ks128_key07,always_sub_10us,128,80000,False,579.1843309402466,651.9562351703644
always_sub_10us_ks128_key07,always_sub_10us,128,160000,False,1193.2032089233398,651.9562351703644
always_sub_10us_ks128_key08,always_sub_10us,128,10000,False,74.24298000335693,615.882887840271
always_sub_10us_ks128_key08,always_sub_10us,128,20000,False,153.75111293792725,615.882887840271
always_sub_10us_ks128_key08,always_sub_10us,128,40000,False,298.6895067691803,615.882887840271
always_sub_10us_ks128_key08,always_sub_10us,128,80000,False,631.7388379573822,615.882887840271
always_sub_10us_ks128_key08,always_sub_10us,128,160000,False,1229.7492740154266,615.882887840271
always_sub_10us_ks128_key09,always_sub_10us,128,10000,False,75.21761894226074,644.1533689498901
always_sub_10us_ks128_key09,always_sub_10us,128,20000,False,155.1116180419922,644.1533689498901
always_sub_10us_ks128_key09,always_sub_10us,128,40000,False,307.96141386032104,644.1533689498901
always_sub_10us_ks128_key09,always_sub_10us,128,80000,False,615.8269779682159,644.1533689498901
always_sub_10us_ks128_key09,always_sub_10us,128,160000,False,1201.2817871570587,644.1533689498901
always_sub_50us_ks64_key00,always_sub_50us,64,10000,False,13.019331216812134,1304.2720992565155
always_sub_50us_ks64_key00,always_sub_50us,64,20000,False,29.929027795791626,1304.2720992565155
always_sub_50us_ks64_key00,always_sub_50us,64,40000,False,64.41336798667908,1304.2720992565155
always_sub_50us_ks64_key00,always_sub_50us,64,80000,False,118.75265407562256,1304.2720992565155
always_sub_50us_ks64_key00,always_sub_50us,64,160000,False,244.7230360507965,1304.2720992565155
always_sub_50us_ks64_key01,always_sub_50us,64,10000,False,14.829953670501709,1460.1028809547424
always_sub_50us_ks64_key01,always_sub_50us,64,20000,False,29.485185146331787,1460.1028809547424
always_sub_50us_ks64_key01,always_sub_50us,64,40000,False,59.63609313964844,1460.1028809547424
always_sub_50us_ks64_key01,always_sub_50us,64,80000,False,124.73811197280884,1460.1028809547424
always_sub_50us_ks64_key01,always_sub_50us,64,160000,False,235.543799161911,1460.1028809547424
always_sub_50us_ks64_key02,always_sub_50us,64,10000,False,15.210100889205933,1224.366180896759
always_sub_50us_ks64_key02,always_sub_50us,64,20000,False,32.97829079627991,1224.366180896759
always_sub_50us_ks64_key02,always_sub_50us,64,40000,False,63.15139985084534,1224.366180896759
always_sub_50us_ks64_key02,always_sub_50us,64,80000,False,122.17234802246094,1224.366180896759
always_sub_50us_ks64_key02,always_sub_50us,64,160000,False,255.02082514762878,1224.366180896759
always_sub_50us_ks64_key03,always_sub_50us,64,10000,False,15.164741039276123,1364.8169920444489
always_sub_50us_ks64_key03,always_sub_50us,64,20000,False,29.47621512413025,1364.8169920444489
always_sub_50us_ks64_key03,always_sub_50us,64,40000,False,61.82133984565735,1364.8169920444489
always_sub_50us_ks64_key03,always_sub_50us,64,80000,False,122.06974387168884,1364.8169920444489
always_sub_50us_ks64_key03,always_sub_50us,64,160000,False,234.60872387886047,1364.8169920444489
always_sub_50us_ks64_key04,always_sub_50us,64,10000,False,15.759387016296387,1407.4365329742432
always_sub_50us_ks64_key04,always_sub_50us,64,20000,False,28.374018907546997,1407.4365329742432
always_sub_50us_ks64_key04,always_sub_50us,64,40000,False,64.01967477798462,1407.4365329742432
always_sub_50us_ks64_key04,always_sub_50us,64,80000,False,124.96395611763,1407.4365329742432
always_sub_50us_ks64_key04,always_sub_50us,64,160000,False,225.40444803237915,1407.4365329742432
always_sub_50us_ks64_key05,always_sub_50us,64,10000,False,14.072521448135376,1258.5560247898102
always_sub_50us_ks64_key05,always_sub_50us,64,20000,False,31.31110405921936,1258.5560247898102
always_sub_50us_ks64_key05,always_sub_50us,64,40000,False,59.2585391998291,1258.5560247898102
always_sub_50us_ks64_key05,always_sub_50us,64,80000,False,126.23018908500671,1258.5560247898102
always_sub_50us_ks64_key05,always_sub_50us,64,160000,False,230.27221989631653,1258.5560247898102
always_sub_50us_ks64_key06,always_sub_50us,64,10000,False,15.09479808807373,1471.4564850330353
always_sub_50us_ks64_key06,always_sub_50us,64,20000,False,29.643824100494385,1471.4564850330353
always_sub_50us_ks64_key06,always_sub_50us,64,40000,False,58.90414500236511,1471.4564850330353
always_sub_50us_ks64_key06,always_sub_50us,64,80000,False,120.82285690307617,1471.4564850330353
always_sub_50us_ks64_key06,always_sub_50us,64,160000,False,236.02123498916626,1471.4564850330353
always_sub_50us_ks64_key07,always_sub_50us,64,10000,False,16.099447011947632,1453.953164100647
always_sub_50us_ks64_key07,always_sub_50us,64,20000,False,32.94468808174133,1453.953164100647
always_sub_50us_ks64_key07,always_sub_50us,64,40000,False,65.45352816581726,1453.953164100647
always_sub_50us_ks64_key07,always_sub_50us,64,80000,False,134.7539939880371,1453.953164100647
always_sub_50us_ks64_key07,always_sub_50us,64,160000,False,252.2624077796936,1453.953164100647
always_sub_50us_ks64_key08,always_sub_50us,64,10000,False,15.407889127731323,1355.6408569812775
always_sub_50us_ks64_key08,always_sub_50us,64,20000,False,30.7758629322052,1355.6408569812775
always_sub_50us_ks64_key08,always_sub_50us,64,40000,False,61.60097599029541,1355.6408569812775
always_sub_50us_ks64_key08,always_sub_50us,64,80000,False,125.11245489120483,1355.6408569812775
always_sub_50us_ks64_key08,always_sub_50us,64,160000,False,248.60436296463013,1355.6408569812775
always_sub_50us_ks64_key09,always_sub_50us,64,10000,False,16.48624300956726,1484.248079776764
always_sub_50us_ks64_key09,always_sub_50us,64,20000,False,29.85042095184326,1484.248079776764
always_sub_50us_ks64_key09,always_sub_50us,64,40000,False,56.983766078948975,1484.248079776764
always_sub_50us_ks64_key09,always_sub_50us,64,80000,False,120.92764329910278,1484.248079776764
always_sub_50us_ks64_key09,always_sub_50us,64,160000,False,231.1791911125183,1484.248079776764
always_sub_50us_ks128_key00,always_sub_50us,128,10000,False,73.53996014595032,2673.0283348560333
always_sub_50us_ks128_key00,always_sub_50us,128,20000,False,150.18623089790344,2673.0283348560333
always_sub_50us_ks128_key00,always_sub_50us,128,40000,False,306.3454611301422,2673.0283348560333
always_sub_50us_ks128_key00,always_sub_50us,128,80000,False,622.8942170143127,2673.0283348560333
always_sub_50us_ks128_key00,always_sub_50us,128,160000,False,1251.1873352527618,2673.0283348560333
always_sub_50us_ks128_key01,always_sub_50us,128,10000,False,76.83189392089844,2500.2713708877563
always_sub_50us_ks128_key01,always_sub_50us,128,20000,False,146.9497799873352,2500.2713708877563
always_sub_50us_ks128_key01,always_sub_50us,128,40000,False,306.3825490474701,2500.2713708877563
always_sub_50us_ks128_key01,always_sub_50us,128,80000,False,589.608216047287,2500.2713708877563
always_sub_50us_ks128_key01,always_sub_50us,128,160000,False,1186.0561890602112,2500.2713708877563
always_sub_50us_ks128_key02,always_sub_50us,128,10000,False,76.89861798286438,2587.0586471557617
always_sub_50us_ks128_key02,always_sub_50us,128,20000,False,149.21509194374084,2587.0586471557617
always_sub_50us_ks128_key02,always_sub_50us,128,40000,False,290.5385251045227,2587.0586471557617
always_sub_50us_ks128_key02,always_sub_50us,128,80000,False,598.1437530517578,2587.0586471557617
always_sub_50us_ks128_key02,always_sub_50us,128,160000,False,1276.4016981124878,2587.0586471557617
always_sub_50us_ks128_key03,always_sub_50us,128,10000,False,73.72666692733765,2592.433584213257
always_sub_50us_ks128_key03,always_sub_50us,128,20000,False,148.39247012138367,2592.433584213257
always_sub_50us_ks128_key03,always_sub_50us,128,40000,False,277.13893389701843,2592.433584213257
always_sub_50us_ks128_key03,always_sub_50us,128,80000,False,593.2670950889587,2592.433584213257
always_sub_50us_ks128_key03,always_sub_50us,128,160000,False,1139.9186239242554,2592.433584213257
always_sub_50us_ks128_key04,always_sub_50us,128,10000,False,77.83159112930298,2780.6349110603333
always_sub_50us_ks128_key04,always_sub_50us,128,20000,False,144.3068082332611,2780.6349110603333
always_sub_50us_ks128_key04,always_sub_50us,128,40000,False,287.2228322029114,2780.6349110603333
always_sub_50us_ks128_key04,always_sub_50us,128,80000,False,578.9690909385681,2780.6349110603333
always_sub_50us_ks128_key04,always_sub_50us,128,160000,False,1205.0541398525238,2780.6349110603333
always_sub_50us_ks128_key05,always_sub_50us,128,10000,False,79.2422661781311,2482.2747309207916
always_sub_50us_ks128_key05,always_sub_50us,128,20000,False,148.11027097702026,2482.2747309207916
always_sub_50us_ks128_key05,always_sub_50us,128,40000,False,288.1237189769745,2482.2747309207916
always_sub_50us_ks128_key05,always_sub_50us,128,80000,False,615.7455868721008,2482.2747309207916
always_sub_50us_ks128_key05,always_sub_50us,128,160000,False,1155.8738129138947,2482.2747309207916
always_sub_50us_ks128_key06,always_sub_50us,128,10000,False,76.81450605392456,2666.864280939102
always_sub_50us_ks128_key06,always_sub_50us,128,20000,False,155.28007769584656,2666.864280939102
always_sub_50us_ks128_key06,always_sub_50us,128,40000,False,281.0746910572052,2666.864280939102
always_sub_50us_ks128_key06,always_sub_50us,128,80000,False,556.7751491069794,2666.864280939102
always_sub_50us_ks128_key06,always_sub_50us,128,160000,False,1056.2950308322906,2666.864280939102
always_sub_50us_ks128_key07,always_sub_50us,128,10000,False,57.90701079368591,2645.2145240306854
always_sub_50us_ks128_key07,always_sub_50us,128,20000,False,145.6386559009552,2645.2145240306854
always_sub_50us_ks128_key07,always_sub_50us,128,40000,False,289.0757291316986,2645.2145240306854
always_sub_50us_ks128_key07,always_sub_50us,128,80000,False,611.5501000881195,2645.2145240306854
always_sub_50us_ks128_key07,always_sub_50us,128,160000,False,1214.0281171798706,2645.2145240306854
always_sub_50us_ks128_key08,always_sub_50us,128,10000,False,76.53500294685364,2518.4489691257477
always_sub_50us_ks128_key08,always_sub_50us,128,20000,False,145.79494619369507,2518.4489691257477
always_sub_50us_ks128_key08,always_sub_50us,128,40000,False,294.9002969264984,2518.4489691257477
always_sub_50us_ks128_key08,always_sub_50us,128,80000,False,602.4187309741974,2518.4489691257477
always_sub_50us_ks128_key08,always_sub_50us,128,160000,False,1219.2099070549011,2518.4489691257477
always_sub_50us_ks128_key09,always_sub_50us,128,10000,False,74.69579195976257,2641.1297731399536
always_sub_50us_ks128_key09,always_sub_50us,128,20000,False,145.4974241256714,2641.1297731399536
always_sub_50us_ks128_key09,always_sub_50us,128,40000,False,272.5213370323181,2641.1297731399536
