# File generated by rsa_timing_lab
# Date: 2025-08-06T05:39:39.936850
#
trial_id,rsa_config_name,key_size,samples_used,success,attack_time,collection_time
vuln_0us_ks64_key00,vuln_0us,64,10000,False,14.209084272384644,12.567952156066895
vuln_0us_ks64_key00,vuln_0us,64,20000,False,32.93034911155701,12.567952156066895
vuln_0us_ks64_key00,vuln_0us,64,40000,False,63.142218351364136,12.567952156066895
vuln_0us_ks64_key00,vuln_0us,64,80000,False,117.91072988510132,12.567952156066895
vuln_0us_ks64_key00,vuln_0us,64,160000,False,232.53307271003723,12.567952156066895
vuln_0us_ks64_key01,vuln_0us,64,10000,False,15.10617208480835,15.206405878067017
vuln_0us_ks64_key01,vuln_0us,64,20000,False,26.205348014831543,15.206405878067017
vuln_0us_ks64_key01,vuln_0us,64,40000,False,61.11293292045593,15.206405878067017
vuln_0us_ks64_key01,vuln_0us,64,80000,False,121.3216118812561,15.206405878067017
vuln_0us_ks64_key01,vuln_0us,64,160000,False,245.26748085021973,15.206405878067017
vuln_0us_ks64_key02,vuln_0us,64,10000,False,15.19169807434082,12.386730909347534
vuln_0us_ks64_key02,vuln_0us,64,20000,False,27.239287853240967,12.386730909347534
vuln_0us_ks64_key02,vuln_0us,64,40000,False,63.633859157562256,12.386730909347534
vuln_0us_ks64_key02,vuln_0us,64,80000,False,123.13975501060486,12.386730909347534
vuln_0us_ks64_key02,vuln_0us,64,160000,False,231.1350438594818,12.386730909347534
vuln_0us_ks64_key03,vuln_0us,64,10000,False,14.71101188659668,12.434181928634644
vuln_0us_ks64_key03,vuln_0us,64,20000,False,26.585443258285522,12.434181928634644
vuln_0us_ks64_key03,vuln_0us,64,40000,False,58.678879737854004,12.434181928634644
vuln_0us_ks64_key03,vuln_0us,64,80000,False,112.31122303009033,12.434181928634644
vuln_0us_ks64_key03,vuln_0us,64,160000,False,241.33969902992249,12.434181928634644
vuln_0us_ks64_key04,vuln_0us,64,10000,False,15.284780025482178,13.191824913024902
vuln_0us_ks64_key04,vuln_0us,64,20000,False,28.1736159324646,13.191824913024902
vuln_0us_ks64_key04,vuln_0us,64,40000,False,59.4835479259491,13.191824913024902
vuln_0us_ks64_key04,vuln_0us,64,80000,False,119.36048889160156,13.191824913024902
vuln_0us_ks64_key04,vuln_0us,64,160000,False,246.06245017051697,13.191824913024902
